# ****************************************************************************
# CUI
#
# The Advanced Framework for Simulation, Integration, and Modeling (AFSIM)
#
# The use, dissemination or disclosure of data in this file is subject to
# limitation or restriction. See accompanying README and LICENSE for details.
# ****************************************************************************
#Ground target launch data for RED_MRBM_1
#Generated on Thu Jan 14 13:24:41 2010
#loft_angle burn_time ground_range time_of_flight
88.3500 98.8000 425609.44 401.9053
88.3500 98.8200 426118.82 402.0801
88.3500 98.8400 426636.98 402.2551
88.3500 98.8600 427147.54 402.4301
88.3500 98.8800 427666.88 402.6053
88.3500 98.9000 428178.62 402.7806
88.3500 98.9200 428699.15 402.9560
88.3500 98.9400 429212.07 403.1315
88.3500 98.9600 429733.79 403.3071
88.3500 98.9800 430247.90 403.4829
88.3500 99.0000 430770.82 403.6587
88.3500 99.0200 431286.12 403.8347
88.3500 99.0400 431810.24 404.0108
88.3500 99.0600 432326.73 404.1869
88.3500 99.0800 432852.05 404.3632
88.3500 99.1000 433369.74 404.5397
88.3500 99.1200 433896.26 404.7162
88.3500 99.1400 434415.15 404.8928
88.3500 99.1600 434942.88 405.0696
88.3500 99.1800 435462.98 405.2465
88.3500 99.2000 435991.92 405.4235
88.3500 99.2200 436521.46 405.6006
88.3500 99.2400 437043.38 405.7778
88.3500 99.2600 437574.14 405.9551
88.3500 99.2800 438097.26 406.1326
88.3500 99.3000 438629.24 406.3101
88.3500 99.3200 439153.58 406.4878
88.3500 99.3400 439686.79 406.6656
88.3500 99.3600 440212.35 406.8435
88.3500 99.3800 440746.78 407.0215
88.3500 99.4000 441273.56 407.1997
88.3500 99.4200 441809.22 407.3779
88.3500 99.4400 442345.49 407.5563
88.3500 99.4600 442874.12 407.7348
88.3500 99.4800 443411.64 407.9134
88.3500 99.5000 443941.51 408.0922
88.3500 99.5200 444480.27 408.2710
88.3500 99.5400 445011.38 408.4500
88.3500 99.5600 445551.39 408.6291
88.3500 99.5800 446092.02 408.8083
88.3500 99.6000 446625.00 408.9876
88.3500 99.6200 447166.87 409.1670
88.3500 99.6400 447701.10 409.3466
88.3500 99.6600 448244.24 409.5263
88.3500 99.6800 448788.01 409.7061
88.3500 99.7000 449324.11 409.8860
88.3500 99.7200 449869.14 410.0660
88.3500 99.7400 450406.50 410.2462
88.3500 99.7600 450952.80 410.4265
88.3500 99.7800 451499.72 410.6069
88.3500 99.8000 452038.98 410.7874
88.3500 99.8200 452587.18 410.9680
88.3500 99.8400 453127.69 411.1488
88.3500 99.8600 453677.17 411.3297
88.3500 99.8800 454227.28 411.5107
88.3500 99.9000 454769.70 411.6918
88.3500 99.9200 455321.09 411.8730
88.3500 99.9400 455873.12 412.0544
88.3500 99.9600 456417.47 412.2359
88.3500 99.9800 456970.77 412.4175
88.3500 100.0000 457516.40 412.5992
88.3500 100.0200 458071.00 412.7811
88.3500 100.0400 458626.25 412.9631
88.3500 100.0600 459173.80 413.1452
88.3500 100.0800 459730.34 413.3274
88.3500 100.1000 460287.53 413.5097
88.3500 100.1200 460837.02 413.6922
88.3500 100.1400 461395.50 413.8748
